country_zip;country_code;country;zip;municipality;county;region;address_count
SK-96202;SK;Slovensko;96202;Vígľaš;Detva;Banskobystrický kraj;584
SK-96204;SK;Slovensko;96204;Kriváň;Detva;Banskobystrický kraj;740
SK-96204;SK;Slovensko;96204;Korytárky;Detva;Banskobystrický kraj;713
SK-96205;SK;Slovensko;96205;Detvianska Huta;Detva;Banskobystrický kraj;688
SK-96205;SK;Slovensko;96205;Hriňová;Detva;Banskobystrický kraj;3655
SK-96212;SK;Slovensko;96212;Detva;Detva;Banskobystrický kraj;4717
SK-96212;SK;Slovensko;96212;Dúbravy;Detva;Banskobystrický kraj;576
SK-96212;SK;Slovensko;96212;Očová;Zvolen;Banskobystrický kraj;123
SK-96212;SK;Slovensko;96212;Rimavská Seč;Rimavská Sobota;Banskobystrický kraj;1
SK-96212;SK;Slovensko;96212;Stožok;Detva;Banskobystrický kraj;626
SK-96212;SK;Slovensko;96212;Vígľaš;Detva;Banskobystrický kraj;247
SK-96221;SK;Slovensko;96221;Zvolen;Zvolen;Banskobystrický kraj;263
SK-96221;SK;Slovensko;96221;Lieskovec;Zvolen;Banskobystrický kraj;604
SK-96223;SK;Slovensko;96223;Očová;Zvolen;Banskobystrický kraj;1729
SK-96225;SK;Slovensko;96225;Klokoč;Detva;Banskobystrický kraj;367
SK-96225;SK;Slovensko;96225;Slatinské Lazy;Detva;Banskobystrický kraj;328
SK-96225;SK;Slovensko;96225;Stará Huta;Detva;Banskobystrický kraj;427
SK-96225;SK;Slovensko;96225;Stožok;Detva;Banskobystrický kraj;4
SK-96225;SK;Slovensko;96225;Vígľašská Huta-Kalinka;Detva;Banskobystrický kraj;327
SK-96231;SK;Slovensko;96231;Lukavica;Zvolen;Banskobystrický kraj;136
SK-96231;SK;Slovensko;96231;Sielnica;Zvolen;Banskobystrický kraj;723
SK-96231;SK;Slovensko;96231;Sliač;Zvolen;Banskobystrický kraj;1622
SK-96231;SK;Slovensko;96231;Veľká Lúka;Zvolen;Banskobystrický kraj;365
SK-96233;SK;Slovensko;96233;Budča;Zvolen;Banskobystrický kraj;686
SK-96234;SK;Slovensko;96234;Turová;Zvolen;Banskobystrický kraj;293
SK-96234;SK;Slovensko;96234;Tŕnie;Zvolen;Banskobystrický kraj;252
SK-96234;SK;Slovensko;96234;Železná Breznica;Zvolen;Banskobystrický kraj;351
SK-96237;SK;Slovensko;96237;Kováčová;Zvolen;Banskobystrický kraj;815
SK-96237;SK;Slovensko;96237;Sliač;Zvolen;Banskobystrický kraj;34
SK-96241;SK;Slovensko;96241;Čekovce;Krupina;Banskobystrický kraj;262
SK-96241;SK;Slovensko;96241;Zemiansky Vrbovok;Krupina;Banskobystrický kraj;102
SK-96241;SK;Slovensko;96241;Kozí Vrbovok;Krupina;Banskobystrický kraj;99
SK-96241;SK;Slovensko;96241;Uňatín;Krupina;Banskobystrický kraj;126
SK-96241;SK;Slovensko;96241;Dolné Mladonice;Krupina;Banskobystrický kraj;142
SK-96241;SK;Slovensko;96241;Bzovík;Krupina;Banskobystrický kraj;495
SK-96241;SK;Slovensko;96241;Jalšovík;Krupina;Banskobystrický kraj;189
SK-96243;SK;Slovensko;96243;Horné Mladonice;Krupina;Banskobystrický kraj;168
SK-96243;SK;Slovensko;96243;Senohrad;Krupina;Banskobystrický kraj;505
SK-96244;SK;Slovensko;96244;Lackov;Krupina;Banskobystrický kraj;80
SK-96244;SK;Slovensko;96244;Litava;Krupina;Banskobystrický kraj;435
SK-96244;SK;Slovensko;96244;Trpín;Krupina;Banskobystrický kraj;76
SK-96251;SK;Slovensko;96251;Dolný Badín;Krupina;Banskobystrický kraj;170
SK-96251;SK;Slovensko;96251;Drienovo;Krupina;Banskobystrický kraj;149
SK-96251;SK;Slovensko;96251;Horný Badín;Krupina;Banskobystrický kraj;126
SK-96251;SK;Slovensko;96251;Selce;Krupina;Banskobystrický kraj;107
SK-96251;SK;Slovensko;96251;Čabradský Vrbovok;Krupina;Banskobystrický kraj;204
SK-96252;SK;Slovensko;96252;Cerovo;Krupina;Banskobystrický kraj;323
SK-96255;SK;Slovensko;96255;Rykynčice;Krupina;Banskobystrický kraj;478
SK-96261;SK;Slovensko;96261;Ostrá Lúka;Zvolen;Banskobystrický kraj;178
SK-96261;SK;Slovensko;96261;Podzámčok;Zvolen;Banskobystrický kraj;273
SK-96261;SK;Slovensko;96261;Michalková;Zvolen;Banskobystrický kraj;71
SK-96261;SK;Slovensko;96261;Dubové;Zvolen;Banskobystrický kraj;186
SK-96261;SK;Slovensko;96261;Breziny;Zvolen;Banskobystrický kraj;149
SK-96261;SK;Slovensko;96261;Bacúrov;Zvolen;Banskobystrický kraj;97
SK-96261;SK;Slovensko;96261;Babiná;Zvolen;Banskobystrický kraj;281
SK-96261;SK;Slovensko;96261;Dobrá Niva;Zvolen;Banskobystrický kraj;872
SK-96262;SK;Slovensko;96262;Bzovská Lehôtka;Zvolen;Banskobystrický kraj;82
SK-96262;SK;Slovensko;96262;Sása;Zvolen;Banskobystrický kraj;482
SK-96263;SK;Slovensko;96263;Lešť (vojenský obvod);Zvolen;Banskobystrický kraj;13
SK-96263;SK;Slovensko;96263;Pliešovce;Zvolen;Banskobystrický kraj;1594
SK-96265;SK;Slovensko;96265;Domaníky;Krupina;Banskobystrický kraj;100
SK-96265;SK;Slovensko;96265;Medovarce;Krupina;Banskobystrický kraj;154
SK-96265;SK;Slovensko;96265;Ladzany;Krupina;Banskobystrický kraj;227
SK-96265;SK;Slovensko;96265;Devičie;Krupina;Banskobystrický kraj;183
SK-96265;SK;Slovensko;96265;Hontianske Nemce;Krupina;Banskobystrický kraj;923
SK-96265;SK;Slovensko;96265;Kráľovce-Krnišov;Krupina;Banskobystrický kraj;137
SK-96266;SK;Slovensko;96266;Sebechleby;Krupina;Banskobystrický kraj;700
SK-96268;SK;Slovensko;96268;Hontianske Tesáre;Krupina;Banskobystrický kraj;659
SK-96268;SK;Slovensko;96268;Drážovce;Krupina;Banskobystrický kraj;72
SK-96268;SK;Slovensko;96268;Terany;Krupina;Banskobystrický kraj;336
SK-96271;SK;Slovensko;96271;Sudince;Krupina;Banskobystrický kraj;80
SK-96271;SK;Slovensko;96271;Lišov;Krupina;Banskobystrický kraj;186
SK-96271;SK;Slovensko;96271;Súdovce;Krupina;Banskobystrický kraj;170
SK-96271;SK;Slovensko;96271;Dudince;Krupina;Banskobystrický kraj;728
SK-96271;SK;Slovensko;96271;Hontianske Moravce;Krupina;Banskobystrický kraj;361
SK-96275;SK;Slovensko;96275;Horný Tisovník;Detva;Banskobystrický kraj;350
SK-96301;SK;Slovensko;96301;Žibritov;Krupina;Banskobystrický kraj;126
SK-96301;SK;Slovensko;96301;Krupina;Krupina;Banskobystrický kraj;3370
SK-96501;SK;Slovensko;96501;Stará Kremnička;Žiar nad Hronom;Banskobystrický kraj;411
SK-96501;SK;Slovensko;96501;Žiar nad Hronom;Žiar nad Hronom;Banskobystrický kraj;2029
SK-96501;SK;Slovensko;96501;Ladomerská Vieska;Žiar nad Hronom;Banskobystrický kraj;499
SK-96601;SK;Slovensko;96601;Bzenica;Žiar nad Hronom;Banskobystrický kraj;330
SK-96601;SK;Slovensko;96601;Dolná Ždaňa;Žiar nad Hronom;Banskobystrický kraj;272
SK-96601;SK;Slovensko;96601;Hliník nad Hronom;Žiar nad Hronom;Banskobystrický kraj;1004
SK-96601;SK;Slovensko;96601;Lehôtka pod Brehmi;Žiar nad Hronom;Banskobystrický kraj;181
SK-96601;SK;Slovensko;96601;Prestavlky;Žiar nad Hronom;Banskobystrický kraj;359
SK-96602;SK;Slovensko;96602;Bzenica;Žiar nad Hronom;Banskobystrický kraj;14
SK-96602;SK;Slovensko;96602;Vyhne;Žiar nad Hronom;Banskobystrický kraj;803
SK-96603;SK;Slovensko;96603;Repište;Žiar nad Hronom;Banskobystrický kraj;231
SK-96603;SK;Slovensko;96603;Sklené Teplice;Žiar nad Hronom;Banskobystrický kraj;331
SK-96604;SK;Slovensko;96604;Prochot;Žiar nad Hronom;Banskobystrický kraj;378
SK-96604;SK;Slovensko;96604;Horná Ždaňa;Žiar nad Hronom;Banskobystrický kraj;264
SK-96611;SK;Slovensko;96611;Hronská Breznica;Zvolen;Banskobystrický kraj;193
SK-96611;SK;Slovensko;96611;Hronská Dúbrava;Žiar nad Hronom;Banskobystrický kraj;281
SK-96611;SK;Slovensko;96611;Pitelová;Žiar nad Hronom;Banskobystrický kraj;290
SK-96611;SK;Slovensko;96611;Trnavá Hora;Žiar nad Hronom;Banskobystrický kraj;575
SK-96615;SK;Slovensko;96615;Banská Belá;Banská Štiavnica;Banskobystrický kraj;568
SK-96615;SK;Slovensko;96615;Banská Štiavnica;Banská Štiavnica;Banskobystrický kraj;41
SK-96615;SK;Slovensko;96615;Kozelník;Banská Štiavnica;Banskobystrický kraj;103
SK-96621;SK;Slovensko;96621;Dolná Trnávka;Žiar nad Hronom;Banskobystrický kraj;149
SK-96621;SK;Slovensko;96621;Lovča;Žiar nad Hronom;Banskobystrický kraj;294
SK-96622;SK;Slovensko;96622;Slaská;Žiar nad Hronom;Banskobystrický kraj;325
SK-96622;SK;Slovensko;96622;Lutila;Žiar nad Hronom;Banskobystrický kraj;751
SK-96623;SK;Slovensko;96623;Lovčica-Trubín;Žiar nad Hronom;Banskobystrický kraj;688
SK-96624;SK;Slovensko;96624;Janova Lehota;Žiar nad Hronom;Banskobystrický kraj;457
SK-96624;SK;Slovensko;96624;Kosorín;Žiar nad Hronom;Banskobystrický kraj;193
SK-96641;SK;Slovensko;96641;Veľká Lehota;Žarnovica;Banskobystrický kraj;636
SK-96642;SK;Slovensko;96642;Malá Lehota;Žarnovica;Banskobystrický kraj;623
SK-96651;SK;Slovensko;96651;Rudno nad Hronom;Žarnovica;Banskobystrický kraj;343
SK-96652;SK;Slovensko;96652;Orovnica;Žarnovica;Banskobystrický kraj;267
SK-96652;SK;Slovensko;96652;Tekovská Breznica;Žarnovica;Banskobystrický kraj;630
SK-96653;SK;Slovensko;96653;Hronský Beňadik;Žarnovica;Banskobystrický kraj;935
SK-96654;SK;Slovensko;96654;Tekovské Nemce;Zlaté Moravce;Nitriansky kraj;451
SK-96661;SK;Slovensko;96661;Hodruša-Hámre;Žarnovica;Banskobystrický kraj;1004
SK-96663;SK;Slovensko;96663;Hodruša-Hámre;Žarnovica;Banskobystrický kraj;264
SK-96671;SK;Slovensko;96671;Horné Hámre;Žarnovica;Banskobystrický kraj;463
SK-96671;SK;Slovensko;96671;Župkov;Žarnovica;Banskobystrický kraj;386
SK-96674;SK;Slovensko;96674;Veľké Pole;Žarnovica;Banskobystrický kraj;310
SK-96677;SK;Slovensko;96677;Kľak;Žarnovica;Banskobystrický kraj;179
SK-96677;SK;Slovensko;96677;Ostrý Grúň;Žarnovica;Banskobystrický kraj;337
SK-96678;SK;Slovensko;96678;Hrabičov;Žarnovica;Banskobystrický kraj;318
SK-96681;SK;Slovensko;96681;Žarnovica;Žarnovica;Banskobystrický kraj;2180
SK-96681;SK;Slovensko;96681;Voznica;Žarnovica;Banskobystrický kraj;315
SK-96681;SK;Slovensko;96681;Veľké Pole;Žarnovica;Banskobystrický kraj;1
SK-96681;SK;Slovensko;96681;Hodruša-Hámre;Žarnovica;Banskobystrický kraj;2
SK-96681;SK;Slovensko;96681;Horné Hámre;Žarnovica;Banskobystrický kraj;19
SK-96681;SK;Slovensko;96681;Píla;Žarnovica;Banskobystrický kraj;154
SK-96681;SK;Slovensko;96681;Bzenica;Žiar nad Hronom;Banskobystrický kraj;32
SK-96701;SK;Slovensko;96701;Nevoľné;Žiar nad Hronom;Banskobystrický kraj;182
SK-96701;SK;Slovensko;96701;Lúčky;Žiar nad Hronom;Banskobystrický kraj;95
SK-96701;SK;Slovensko;96701;Kunešov;Žiar nad Hronom;Banskobystrický kraj;132
SK-96701;SK;Slovensko;96701;Kremnica;Žiar nad Hronom;Banskobystrický kraj;1109
SK-96701;SK;Slovensko;96701;Krahule;Žiar nad Hronom;Banskobystrický kraj;232
SK-96701;SK;Slovensko;96701;Kremnické Bane;Žiar nad Hronom;Banskobystrický kraj;181
SK-96701;SK;Slovensko;96701;Jastrabá;Žiar nad Hronom;Banskobystrický kraj;250
SK-96701;SK;Slovensko;96701;Ihráč;Žiar nad Hronom;Banskobystrický kraj;220
SK-96701;SK;Slovensko;96701;Horná Ves;Žiar nad Hronom;Banskobystrický kraj;180
SK-96701;SK;Slovensko;96701;Dolná Ves;Žiar nad Hronom;Banskobystrický kraj;122
SK-96701;SK;Slovensko;96701;Bartošova Lehôtka;Žiar nad Hronom;Banskobystrický kraj;247
SK-96701;SK;Slovensko;96701;Kopernica;Žiar nad Hronom;Banskobystrický kraj;231
SK-96801;SK;Slovensko;96801;Brehy;Žarnovica;Banskobystrický kraj;532
SK-96801;SK;Slovensko;96801;Horné Hámre;Žarnovica;Banskobystrický kraj;49
SK-96801;SK;Slovensko;96801;Nová Baňa;Žarnovica;Banskobystrický kraj;3611
SK-96801;SK;Slovensko;96801;Tekovské Nemce;Zlaté Moravce;Nitriansky kraj;9
SK-96901;SK;Slovensko;96901;Počúvadlo;Banská Štiavnica;Banskobystrický kraj;145
SK-96901;SK;Slovensko;96901;Štiavnické Bane;Banská Štiavnica;Banskobystrický kraj;218
SK-96901;SK;Slovensko;96901;Vysoká;Banská Štiavnica;Banskobystrický kraj;103
SK-96901;SK;Slovensko;96901;Ilija;Banská Štiavnica;Banskobystrický kraj;262
SK-96901;SK;Slovensko;96901;Banská Štiavnica;Banská Štiavnica;Banskobystrický kraj;4125
SK-96901;SK;Slovensko;96901;Beluj;Banská Štiavnica;Banskobystrický kraj;174
SK-96901;SK;Slovensko;96901;Baďan;Banská Štiavnica;Banskobystrický kraj;135
SK-96901;SK;Slovensko;96901;Banský Studenec;Banská Štiavnica;Banskobystrický kraj;477
SK-96901;SK;Slovensko;96901;Dekýš;Banská Štiavnica;Banskobystrický kraj;147
SK-96972;SK;Slovensko;96972;Svätý Anton;Banská Štiavnica;Banskobystrický kraj;682
SK-96973;SK;Slovensko;96973;Prenčov;Banská Štiavnica;Banskobystrický kraj;362
SK-96981;SK;Slovensko;96981;Štiavnické Bane;Banská Štiavnica;Banskobystrický kraj;696
SK-96982;SK;Slovensko;96982;Močiar;Banská Štiavnica;Banskobystrický kraj;139
SK-96982;SK;Slovensko;96982;Podhorie;Banská Štiavnica;Banskobystrický kraj;232
SK-97101;SK;Slovensko;97101;Bojnice;Prievidza;Trenčiansky kraj;30
SK-97101;SK;Slovensko;97101;Cigeľ;Prievidza;Trenčiansky kraj;438
SK-97101;SK;Slovensko;97101;Malá Čausa;Prievidza;Trenčiansky kraj;324
SK-97101;SK;Slovensko;97101;Prievidza;Prievidza;Trenčiansky kraj;9212
SK-97101;SK;Slovensko;97101;Veľká Čausa;Prievidza;Trenčiansky kraj;227
SK-97201;SK;Slovensko;97201;Bojnice;Prievidza;Trenčiansky kraj;1986
SK-97201;SK;Slovensko;97201;Šútovce;Prievidza;Trenčiansky kraj;194
SK-97202;SK;Slovensko;97202;Opatovce nad Nitrou;Prievidza;Trenčiansky kraj;610
SK-97202;SK;Slovensko;97202;Kocurany;Prievidza;Trenčiansky kraj;182
SK-97205;SK;Slovensko;97205;Sebedražie;Prievidza;Trenčiansky kraj;617
SK-97211;SK;Slovensko;97211;Lazany;Prievidza;Trenčiansky kraj;752
SK-97211;SK;Slovensko;97211;Poruba;Prievidza;Trenčiansky kraj;512
SK-97212;SK;Slovensko;97212;Nedožery-Brezany;Prievidza;Trenčiansky kraj;824
SK-97213;SK;Slovensko;97213;Chvojnica;Prievidza;Trenčiansky kraj;240
SK-97213;SK;Slovensko;97213;Malinová;Prievidza;Trenčiansky kraj;411
SK-97213;SK;Slovensko;97213;Nitrianske Pravno;Prievidza;Trenčiansky kraj;1165
SK-97214;SK;Slovensko;97214;Tužina;Prievidza;Trenčiansky kraj;566
SK-97215;SK;Slovensko;97215;Kľačno;Prievidza;Trenčiansky kraj;488
SK-97216;SK;Slovensko;97216;Pravenec;Prievidza;Trenčiansky kraj;461
SK-97216;SK;Slovensko;97216;Poluvsie;Prievidza;Trenčiansky kraj;242
SK-97217;SK;Slovensko;97217;Kanianka;Prievidza;Trenčiansky kraj;847
SK-97221;SK;Slovensko;97221;Nitrianske Sučany;Prievidza;Trenčiansky kraj;517
SK-97222;SK;Slovensko;97222;Horné Vestenice;Prievidza;Trenčiansky kraj;269
SK-97222;SK;Slovensko;97222;Nitrica;Prievidza;Trenčiansky kraj;565
SK-97223;SK;Slovensko;97223;Dolné Vestenice;Prievidza;Trenčiansky kraj;478
SK-97224;SK;Slovensko;97224;Diviacka Nová Ves;Prievidza;Trenčiansky kraj;664
SK-97225;SK;Slovensko;97225;Diviaky nad Nitricou;Prievidza;Trenčiansky kraj;790
SK-97226;SK;Slovensko;97226;Seč;Prievidza;Trenčiansky kraj;170
SK-97226;SK;Slovensko;97226;Rudnianska Lehota;Prievidza;Trenčiansky kraj;289
SK-97226;SK;Slovensko;97226;Kostolná Ves;Prievidza;Trenčiansky kraj;299
SK-97226;SK;Slovensko;97226;Dlžín;Prievidza;Trenčiansky kraj;123
SK-97226;SK;Slovensko;97226;Nitrianske Rudno;Prievidza;Trenčiansky kraj;960
SK-97227;SK;Slovensko;97227;Liešťany;Prievidza;Trenčiansky kraj;486
SK-97227;SK;Slovensko;97227;Nevidzany;Prievidza;Trenčiansky kraj;154
SK-97228;SK;Slovensko;97228;Trenčín;Trenčín;Trenčiansky kraj;1
SK-97228;SK;Slovensko;97228;Valaská Belá;Prievidza;Trenčiansky kraj;1514
SK-97229;SK;Slovensko;97229;Temeš;Prievidza;Trenčiansky kraj;145
SK-97229;SK;Slovensko;97229;Čavoj;Prievidza;Trenčiansky kraj;468
SK-97231;SK;Slovensko;97231;Jalovec;Prievidza;Trenčiansky kraj;257
SK-97231;SK;Slovensko;97231;Ráztočno;Prievidza;Trenčiansky kraj;537
SK-97231;SK;Slovensko;97231;Handlová;Prievidza;Trenčiansky kraj;118
SK-97232;SK;Slovensko;97232;Chrenovec-Brusno;Prievidza;Trenčiansky kraj;518
SK-97232;SK;Slovensko;97232;Lipník;Prievidza;Trenčiansky kraj;235
SK-97241;SK;Slovensko;97241;Koš;Prievidza;Trenčiansky kraj;310
SK-97242;SK;Slovensko;97242;Lehota pod Vtáčnikom;Prievidza;Trenčiansky kraj;1299
SK-97242;SK;Slovensko;97242;Podhradie;Prievidza;Trenčiansky kraj;220
SK-97243;SK;Slovensko;97243;Zemianske Kostoľany;Prievidza;Trenčiansky kraj;807
SK-97244;SK;Slovensko;97244;Kamenec pod Vtáčnikom;Prievidza;Trenčiansky kraj;784
SK-97245;SK;Slovensko;97245;Bystričany;Prievidza;Trenčiansky kraj;801
SK-97246;SK;Slovensko;97246;Čereňany;Prievidza;Trenčiansky kraj;779
SK-97247;SK;Slovensko;97247;Oslany;Prievidza;Trenčiansky kraj;1021
SK-97248;SK;Slovensko;97248;Horná Ves;Prievidza;Trenčiansky kraj;501
SK-97248;SK;Slovensko;97248;Radobica;Prievidza;Trenčiansky kraj;333
SK-97251;SK;Slovensko;97251;Handlová;Prievidza;Trenčiansky kraj;2573
SK-97251;SK;Slovensko;97251;Ráztočno;Prievidza;Trenčiansky kraj;159
SK-97271;SK;Slovensko;97271;Nováky;Prievidza;Trenčiansky kraj;1662
SK-97401;SK;Slovensko;97401;Špania Dolina;Banská Bystrica;Banskobystrický kraj;235
SK-97401;SK;Slovensko;97401;Čerín;Banská Bystrica;Banskobystrický kraj;246
SK-97401;SK;Slovensko;97401;Sebedín-Bečov;Banská Bystrica;Banskobystrický kraj;146
SK-97401;SK;Slovensko;97401;Riečka;Banská Bystrica;Banskobystrický kraj;295
SK-97401;SK;Slovensko;97401;Nemce;Banská Bystrica;Banskobystrický kraj;333
SK-97401;SK;Slovensko;97401;Horná Mičiná;Banská Bystrica;Banskobystrický kraj;274
SK-97401;SK;Slovensko;97401;Kynceľová;Banská Bystrica;Banskobystrický kraj;161
SK-97401;SK;Slovensko;97401;Dolná Mičiná;Banská Bystrica;Banskobystrický kraj;194
SK-97401;SK;Slovensko;97401;Banská Bystrica;Banská Bystrica;Banskobystrický kraj;7675
SK-97401;SK;Slovensko;97401;Môlča;Banská Bystrica;Banskobystrický kraj;144
SK-97404;SK;Slovensko;97404;Banská Bystrica;Banská Bystrica;Banskobystrický kraj;1162
SK-97405;SK;Slovensko;97405;Malachov;Banská Bystrica;Banskobystrický kraj;553
SK-97405;SK;Slovensko;97405;Horné Pršany;Banská Bystrica;Banskobystrický kraj;161
SK-97405;SK;Slovensko;97405;Badín;Banská Bystrica;Banskobystrický kraj;19
SK-97405;SK;Slovensko;97405;Banská Bystrica;Banská Bystrica;Banskobystrický kraj;4184
SK-97409;SK;Slovensko;97409;Banská Bystrica;Banská Bystrica;Banskobystrický kraj;1039
SK-97411;SK;Slovensko;97411;Banská Bystrica;Banská Bystrica;Banskobystrický kraj;1434
SK-97602;SK;Slovensko;97602;Motyčky;Banská Bystrica;Banskobystrický kraj;88
SK-97602;SK;Slovensko;97602;Staré Hory;Banská Bystrica;Banskobystrický kraj;440
SK-97602;SK;Slovensko;97602;Turecká;Banská Bystrica;Banskobystrický kraj;178
SK-97603;SK;Slovensko;97603;Harmanec;Banská Bystrica;Banskobystrický kraj;68
SK-97603;SK;Slovensko;97603;Dolný Harmanec;Banská Bystrica;Banskobystrický kraj;135
SK-97611;SK;Slovensko;97611;Selce;Banská Bystrica;Banskobystrický kraj;854
SK-97611;SK;Slovensko;97611;Priechod;Banská Bystrica;Banskobystrický kraj;366
SK-97611;SK;Slovensko;97611;Baláže;Banská Bystrica;Banskobystrický kraj;109
SK-97613;SK;Slovensko;97613;Moštenica;Banská Bystrica;Banskobystrický kraj;230
SK-97613;SK;Slovensko;97613;Podkonice;Banská Bystrica;Banskobystrický kraj;371
SK-97613;SK;Slovensko;97613;Slovenská Ľupča;Banská Bystrica;Banskobystrický kraj;1204
SK-97631;SK;Slovensko;97631;Vlkanová;Banská Bystrica;Banskobystrický kraj;527
SK-97631;SK;Slovensko;97631;Hronsek;Banská Bystrica;Banskobystrický kraj;328
SK-97632;SK;Slovensko;97632;Badín;Banská Bystrica;Banskobystrický kraj;951
SK-97633;SK;Slovensko;97633;Oravce;Banská Bystrica;Banskobystrický kraj;75
SK-97633;SK;Slovensko;97633;Dúbravica;Banská Bystrica;Banskobystrický kraj;133
SK-97633;SK;Slovensko;97633;Poniky;Banská Bystrica;Banskobystrický kraj;763
SK-97634;SK;Slovensko;97634;Riečka;Banská Bystrica;Banskobystrický kraj;56
SK-97634;SK;Slovensko;97634;Králiky;Banská Bystrica;Banskobystrický kraj;413
SK-97634;SK;Slovensko;97634;Tajov;Banská Bystrica;Banskobystrický kraj;507
SK-97634;SK;Slovensko;97634;Banská Bystrica;Banská Bystrica;Banskobystrický kraj;21
SK-97634;SK;Slovensko;97634;Kordíky;Banská Bystrica;Banskobystrický kraj;290
SK-97637;SK;Slovensko;97637;Hrochoť;Banská Bystrica;Banskobystrický kraj;496
SK-97639;SK;Slovensko;97639;Donovaly;Banská Bystrica;Banskobystrický kraj;792
SK-97644;SK;Slovensko;97644;Brezno;Brezno;Banskobystrický kraj;1
SK-97644;SK;Slovensko;97644;Mýto pod Ďumbierom;Brezno;Banskobystrický kraj;595
SK-97645;SK;Slovensko;97645;Hronec;Brezno;Banskobystrický kraj;773
SK-97645;SK;Slovensko;97645;Osrblie;Brezno;Banskobystrický kraj;291
SK-97646;SK;Slovensko;97646;Lučenec;Lučenec;Banskobystrický kraj;1
SK-97646;SK;Slovensko;97646;Valaská;Brezno;Banskobystrický kraj;973
SK-97652;SK;Slovensko;97652;Čierny Balog;Brezno;Banskobystrický kraj;2061
SK-97653;SK;Slovensko;97653;Sihla;Brezno;Banskobystrický kraj;124
SK-97653;SK;Slovensko;97653;Lom nad Rimavicou;Brezno;Banskobystrický kraj;190
SK-97653;SK;Slovensko;97653;Drábsko;Brezno;Banskobystrický kraj;206
SK-97653;SK;Slovensko;97653;Hriňová;Detva;Banskobystrický kraj;105
SK-97655;SK;Slovensko;97655;Povrazník;Banská Bystrica;Banskobystrický kraj;87
SK-97655;SK;Slovensko;97655;Strelníky;Banská Bystrica;Banskobystrický kraj;320
SK-97655;SK;Slovensko;97655;Ľubietová;Banská Bystrica;Banskobystrický kraj;755
SK-97656;SK;Slovensko;97656;Pohronská Polhora;Brezno;Banskobystrický kraj;638
SK-97657;SK;Slovensko;97657;Brezno;Brezno;Banskobystrický kraj;9
SK-97657;SK;Slovensko;97657;Michalová;Brezno;Banskobystrický kraj;493
SK-97661;SK;Slovensko;97661;Hiadeľ;Banská Bystrica;Banskobystrický kraj;239
SK-97661;SK;Slovensko;97661;Lučatín;Banská Bystrica;Banskobystrický kraj;285
SK-97662;SK;Slovensko;97662;Pohronský Bukovec;Banská Bystrica;Banskobystrický kraj;76
SK-97662;SK;Slovensko;97662;Brusno;Banská Bystrica;Banskobystrický kraj;750
SK-97663;SK;Slovensko;97663;Predajná;Brezno;Banskobystrický kraj;443
SK-97664;SK;Slovensko;97664;Bacúch;Brezno;Banskobystrický kraj;490
SK-97664;SK;Slovensko;97664;Beňuš;Brezno;Banskobystrický kraj;580
SK-97664;SK;Slovensko;97664;Braväcovo;Brezno;Banskobystrický kraj;351
SK-97664;SK;Slovensko;97664;Podbrezová;Brezno;Banskobystrický kraj;1
SK-97666;SK;Slovensko;97666;Polomka;Brezno;Banskobystrický kraj;1272
SK-97667;SK;Slovensko;97667;Závadka nad Hronom;Brezno;Banskobystrický kraj;808
SK-97668;SK;Slovensko;97668;Heľpa;Brezno;Banskobystrický kraj;1012
SK-97669;SK;Slovensko;97669;Vaľkovňa;Brezno;Banskobystrický kraj;154
SK-97669;SK;Slovensko;97669;Pohorelá;Brezno;Banskobystrický kraj;958
SK-97671;SK;Slovensko;97671;Šumiac;Brezno;Banskobystrický kraj;756
SK-97673;SK;Slovensko;97673;Telgárt;Brezno;Banskobystrický kraj;551
SK-97675;SK;Slovensko;97675;Jasenie;Brezno;Banskobystrický kraj;540
SK-97675;SK;Slovensko;97675;Predajná;Brezno;Banskobystrický kraj;54
SK-97681;SK;Slovensko;97681;Horná Lehota;Brezno;Banskobystrický kraj;923
SK-97681;SK;Slovensko;97681;Podbrezová;Brezno;Banskobystrický kraj;837
SK-97681;SK;Slovensko;97681;Valaská;Brezno;Banskobystrický kraj;243
SK-97696;SK;Slovensko;97696;Medzibrod;Banská Bystrica;Banskobystrický kraj;530
SK-97697;SK;Slovensko;97697;Ráztoka;Brezno;Banskobystrický kraj;185
SK-97697;SK;Slovensko;97697;Nemecká;Brezno;Banskobystrický kraj;762
SK-97698;SK;Slovensko;97698;Valaská;Brezno;Banskobystrický kraj;3
SK-97698;SK;Slovensko;97698;Podbrezová;Brezno;Banskobystrický kraj;425
SK-97698;SK;Slovensko;97698;Dolná Lehota;Brezno;Banskobystrický kraj;416
SK-97701;SK;Slovensko;97701;Brezno;Brezno;Banskobystrický kraj;3511
SK-97701;SK;Slovensko;97701;Bystrá;Brezno;Banskobystrický kraj;290
SK-97701;SK;Slovensko;97701;Jarabá;Brezno;Banskobystrický kraj;172
SK-97701;SK;Slovensko;97701;Valaská;Brezno;Banskobystrický kraj;1
SK-97703;SK;Slovensko;97703;Brezno;Brezno;Banskobystrický kraj;1097
SK-97901;SK;Slovensko;97901;Čerenčany;Rimavská Sobota;Banskobystrický kraj;228
SK-97901;SK;Slovensko;97901;Rimavské Janovce;Rimavská Sobota;Banskobystrický kraj;113
SK-97901;SK;Slovensko;97901;Zacharovce;Rimavská Sobota;Banskobystrický kraj;163
