municipality;county;obec_kod;okres_kod;vusc_kod;okres_lau1;region_nuts3
Lukačovce;Humenné;520462;702;7;SK0412;SK041
Maškovce;Humenné;559652;702;7;SK0412;SK041
Modra nad Cirochou;Humenné;520497;702;7;SK0412;SK041
Myslina;Humenné;520501;702;7;SK0412;SK041
Nechválova Polianka;Humenné;520527;702;7;SK0412;SK041
Nižná Jablonka;Humenné;520535;702;7;SK0412;SK041
Nižná Sitnica;Humenné;528897;702;7;SK0412;SK041
Nižné Ladičkovce;Humenné;520543;702;7;SK0412;SK041
Ohradzany;Humenné;520560;702;7;SK0412;SK041
Pakostov;Humenné;528951;702;7;SK0412;SK041
Papín;Humenné;520624;702;7;SK0412;SK041
Porúbka;Humenné;520667;702;7;SK0412;SK041
Prituľany;Humenné;529010;702;7;SK0412;SK041
Ptičie;Humenné;520683;702;7;SK0412;SK041
Rohožník;Humenné;529061;702;7;SK0412;SK041
Rokytov pri Humennom;Humenné;520250;702;7;SK0412;SK041
Rovné;Humenné;520721;702;7;SK0412;SK041
Ruská Kajňa;Humenné;529087;702;7;SK0412;SK041
Ruská Poruba;Humenné;529095;702;7;SK0412;SK041
Slovenská Volová;Humenné;520772;702;7;SK0412;SK041
Slovenské Krivé;Humenné;520781;702;7;SK0412;SK041
Sopkovce;Humenné;559636;702;7;SK0412;SK041
Topoľovka;Humenné;520896;702;7;SK0412;SK041
Turcovce;Humenné;520900;702;7;SK0412;SK041
Udavské;Humenné;520926;702;7;SK0412;SK041
Valaškovce (vojenský obvod);Humenné;518638;702;7;SK0412;SK041
Veľopolie;Humenné;520977;702;7;SK0412;SK041
Vyšná Jablonka;Humenné;521019;702;7;SK0412;SK041
Vyšná Sitnica;Humenné;529249;702;7;SK0412;SK041
Vyšné Ladičkovce;Humenné;521027;702;7;SK0412;SK041
Vyšný Hrušov;Humenné;521035;702;7;SK0412;SK041
Víťazovce;Humenné;520985;702;7;SK0412;SK041
Zbudské Dlhé;Humenné;521086;702;7;SK0412;SK041
Zubné;Humenné;521116;702;7;SK0412;SK041
Závada;Humenné;529273;702;7;SK0412;SK041
Závadka;Humenné;521043;702;7;SK0412;SK041
Černina;Humenné;520110;702;7;SK0412;SK041
Ľubiša;Humenné;520454;702;7;SK0412;SK041
Bohunice;Ilava;582301;302;3;SK0222;SK022
Bolešov;Ilava;512885;302;3;SK0222;SK022
Borčice;Ilava;557391;302;3;SK0222;SK022
Dubnica nad Váhom;Ilava;513016;302;3;SK0222;SK022
Dulov;Ilava;513024;302;3;SK0222;SK022
Horná Poruba;Ilava;513091;302;3;SK0222;SK022
Ilava;Ilava;513156;302;3;SK0222;SK022
Kameničany;Ilava;557404;302;3;SK0222;SK022
Košeca;Ilava;513253;302;3;SK0222;SK022
Košecké Podhradie;Ilava;513351;302;3;SK0222;SK022
Krivoklát;Ilava;557617;302;3;SK0222;SK022
Ladce;Ilava;513296;302;3;SK0222;SK022
Mikušovce;Ilava;513385;302;3;SK0222;SK022
Nová Dubnica;Ilava;513440;302;3;SK0222;SK022
Pruské;Ilava;513598;302;3;SK0222;SK022
Sedmerovec;Ilava;557412;302;3;SK0222;SK022
Slavnica;Ilava;557421;302;3;SK0222;SK022
Tuchyňa;Ilava;513725;302;3;SK0222;SK022
Vršatské Podhradie;Ilava;557625;302;3;SK0222;SK022
Zliechov;Ilava;513865;302;3;SK0222;SK022
Červený Kameň;Ilava;512931;302;3;SK0222;SK022
Abrahámovce;Kežmarok;523399;703;7;SK0413;SK041
Bušovce;Kežmarok;523411;703;7;SK0413;SK041
Havka;Kežmarok;523461;703;7;SK0413;SK041
Holumnica;Kežmarok;523470;703;7;SK0413;SK041
Hradisko;Kežmarok;523500;703;7;SK0413;SK041
Huncovce;Kežmarok;523526;703;7;SK0413;SK041
Ihľany;Kežmarok;523534;703;7;SK0413;SK041
Jezersko;Kežmarok;523569;703;7;SK0413;SK041
Jurské;Kežmarok;523577;703;7;SK0413;SK041
Kežmarok;Kežmarok;523585;703;7;SK0413;SK041
Krížová Ves;Kežmarok;523607;703;7;SK0413;SK041
Lechnica;Kežmarok;523615;703;7;SK0413;SK041
Lendak;Kežmarok;523623;703;7;SK0413;SK041
Majere;Kežmarok;523674;703;7;SK0413;SK041
Malá Franková;Kežmarok;559938;703;7;SK0413;SK041
Malý Slavkov;Kežmarok;581241;703;7;SK0413;SK041
Matiašovce;Kežmarok;523712;703;7;SK0413;SK041
Mlynčeky;Kežmarok;523739;703;7;SK0413;SK041
Osturňa;Kežmarok;523771;703;7;SK0413;SK041
Podhorany;Kežmarok;523780;703;7;SK0413;SK041
Rakúsy;Kežmarok;523798;703;7;SK0413;SK041
Reľov;Kežmarok;523801;703;7;SK0413;SK041
Slovenská Ves;Kežmarok;523810;703;7;SK0413;SK041
Spišská Belá;Kežmarok;523828;703;7;SK0413;SK041
Spišská Stará Ves;Kežmarok;523836;703;7;SK0413;SK041
Spišské Hanušovce;Kežmarok;523861;703;7;SK0413;SK041
Stará Lesná;Kežmarok;523887;703;7;SK0413;SK041
Stráne pod Tatrami;Kežmarok;523909;703;7;SK0413;SK041
Toporec;Kežmarok;523976;703;7;SK0413;SK041
Tvarožná;Kežmarok;523984;703;7;SK0413;SK041
Veľká Franková;Kežmarok;523992;703;7;SK0413;SK041
Veľká Lomnica;Kežmarok;524000;703;7;SK0413;SK041
Vlkovce;Kežmarok;524051;703;7;SK0413;SK041
Vlková;Kežmarok;524042;703;7;SK0413;SK041
Vojňany;Kežmarok;524069;703;7;SK0413;SK041
Vrbov;Kežmarok;524077;703;7;SK0413;SK041
Výborná;Kežmarok;524085;703;7;SK0413;SK041
Zálesie;Kežmarok;524115;703;7;SK0413;SK041
Červený Kláštor;Kežmarok;523429;703;7;SK0413;SK041
Ľubica;Kežmarok;523682;703;7;SK0413;SK041
Žakovce;Kežmarok;524123;703;7;SK0413;SK041
Bajč;Komárno;501034;401;4;SK0231;SK023
Bodza;Komárno;501042;401;4;SK0231;SK023
Bodzianske Lúky;Komárno;555819;401;4;SK0231;SK023
Brestovec;Komárno;501069;401;4;SK0231;SK023
Bátorove Kosihy;Komárno;501395;401;4;SK0231;SK023
Búč;Komárno;501077;401;4;SK0231;SK023
Chotín;Komárno;501158;401;4;SK0231;SK023
Dedina Mládeže;Komárno;501107;401;4;SK0231;SK023
Dulovce;Komárno;501123;401;4;SK0231;SK023
Holiare;Komárno;580911;401;4;SK0231;SK023
Hurbanovo;Komárno;501140;401;4;SK0231;SK023
Imeľ;Komárno;501166;401;4;SK0231;SK023
Iža;Komárno;501174;401;4;SK0231;SK023
Kameničná;Komárno;501182;401;4;SK0231;SK023
Klížska Nemá;Komárno;501191;401;4;SK0231;SK023
Kolárovo;Komárno;501204;401;4;SK0231;SK023
Komárno;Komárno;501026;401;4;SK0231;SK023
Kravany nad Dunajom;Komárno;501212;401;4;SK0231;SK023
Lipové;Komárno;501221;401;4;SK0231;SK023
Marcelová;Komárno;501239;401;4;SK0231;SK023
Martovce;Komárno;501247;401;4;SK0231;SK023
Modrany;Komárno;501263;401;4;SK0231;SK023
Moča;Komárno;501255;401;4;SK0231;SK023
Mudroňovo;Komárno;501271;401;4;SK0231;SK023
Nesvady;Komárno;501280;401;4;SK0231;SK023
Okoličná na Ostrove;Komárno;501301;401;4;SK0231;SK023
Patince;Komárno;501310;401;4;SK0231;SK023
Pribeta;Komárno;501328;401;4;SK0231;SK023
Radvaň nad Dunajom;Komárno;501336;401;4;SK0231;SK023
Sokolce;Komárno;501344;401;4;SK0231;SK023
Svätý Peter;Komárno;501115;401;4;SK0231;SK023
Trávnik;Komárno;501379;401;4;SK0231;SK023
Tôň;Komárno;501361;401;4;SK0231;SK023
Veľké Kosihy;Komárno;501387;401;4;SK0231;SK023
Virt;Komárno;555827;401;4;SK0231;SK023
Vrbová nad Váhom;Komárno;501409;401;4;SK0231;SK023
Zemianska Olča;Komárno;501417;401;4;SK0231;SK023
Zlatná na Ostrove;Komárno;501425;401;4;SK0231;SK023
Čalovec;Komárno;501085;401;4;SK0231;SK023
Číčov;Komárno;501093;401;4;SK0231;SK023
Šrobárová;Komárno;501352;401;4;SK0231;SK023
Bačkovík;Košice - okolie;521141;806;8;SK0426;SK042
Baška;Košice - okolie;521159;806;8;SK0426;SK042
Belža;Košice - okolie;521167;806;8;SK0426;SK042
Beniakovce;Košice - okolie;521175;806;8;SK0426;SK042
Bidovce;Košice - okolie;521183;806;8;SK0426;SK042
Blažice;Košice - okolie;521191;806;8;SK0426;SK042
Bohdanovce;Košice - okolie;521205;806;8;SK0426;SK042
Boliarov;Košice - okolie;521213;806;8;SK0426;SK042
Bočiar;Košice - okolie;559831;806;8;SK0426;SK042
Budimír;Košice - okolie;521221;806;8;SK0426;SK042
Bukovec;Košice - okolie;521248;806;8;SK0426;SK042
Bunetice;Košice - okolie;521256;806;8;SK0426;SK042
Buzica;Košice - okolie;521264;806;8;SK0426;SK042
Cestice;Košice - okolie;521272;806;8;SK0426;SK042
Chorváty;Košice - okolie;599310;806;8;SK0426;SK042
Chrastné;Košice - okolie;521477;806;8;SK0426;SK042
Debraď;Košice - okolie;521329;806;8;SK0426;SK042
Drienovec;Košice - okolie;521337;806;8;SK0426;SK042
Družstevná pri Hornáde;Košice - okolie;521345;806;8;SK0426;SK042
Dvorníky-Včeláre;Košice - okolie;559873;806;8;SK0426;SK042
Geča;Košice - okolie;521370;806;8;SK0426;SK042
Gyňov;Košice - okolie;521388;806;8;SK0426;SK042
Haniska;Košice - okolie;521400;806;8;SK0426;SK042
Hačava;Košice - okolie;521396;806;8;SK0426;SK042
Herľany;Košice - okolie;521418;806;8;SK0426;SK042
Hodkovce;Košice - okolie;521426;806;8;SK0426;SK042
Hosťovce;Košice - okolie;518107;806;8;SK0426;SK042
Hrašovík;Košice - okolie;521442;806;8;SK0426;SK042
Háj;Košice - okolie;518123;806;8;SK0426;SK042
Hýľov;Košice - okolie;521469;806;8;SK0426;SK042
Janík;Košice - okolie;521485;806;8;SK0426;SK042
Jasov;Košice - okolie;521493;806;8;SK0426;SK042
Kalša;Košice - okolie;521507;806;8;SK0426;SK042
Kecerovce;Košice - okolie;521523;806;8;SK0426;SK042
Kecerovský Lipovec;Košice - okolie;521540;806;8;SK0426;SK042
Kechnec;Košice - okolie;559687;806;8;SK0426;SK042
Kokšov-Bakša;Košice - okolie;521558;806;8;SK0426;SK042
Komárovce;Košice - okolie;521566;806;8;SK0426;SK042
Kostoľany nad Hornádom;Košice - okolie;582514;806;8;SK0426;SK042
Košická Belá;Košice - okolie;521574;806;8;SK0426;SK042
Košická Polianka;Košice - okolie;521582;806;8;SK0426;SK042
Košické Oľšany;Košice - okolie;521591;806;8;SK0426;SK042
Košický Klečenov;Košice - okolie;521604;806;8;SK0426;SK042
Kráľovce;Košice - okolie;521612;806;8;SK0426;SK042
Kysak;Košice - okolie;521639;806;8;SK0426;SK042
Malá Ida;Košice - okolie;521655;806;8;SK0426;SK042
Malá Lodina;Košice - okolie;521663;806;8;SK0426;SK042
Medzev;Košice - okolie;521671;806;8;SK0426;SK042
Milhosť;Košice - okolie;580252;806;8;SK0426;SK042
Mokrance;Košice - okolie;521680;806;8;SK0426;SK042
Moldava nad Bodvou;Košice - okolie;521698;806;8;SK0426;SK042
Mudrovce;Košice - okolie;521701;806;8;SK0426;SK042
Nižná Hutka;Košice - okolie;518140;806;8;SK0426;SK042
Nižná Kamenica;Košice - okolie;521728;806;8;SK0426;SK042
Nižná Myšľa;Košice - okolie;521736;806;8;SK0426;SK042
Nižný Klátov;Košice - okolie;521752;806;8;SK0426;SK042
Nižný Lánec;Košice - okolie;521761;806;8;SK0426;SK042
Nižný Čaj;Košice - okolie;521744;806;8;SK0426;SK042
Nová Polhora;Košice - okolie;521795;806;8;SK0426;SK042
Nováčany;Košice - okolie;521787;806;8;SK0426;SK042
Nový Salaš;Košice - okolie;521809;806;8;SK0426;SK042
Obišovce;Košice - okolie;521817;806;8;SK0426;SK042
Olšovany;Košice - okolie;521825;806;8;SK0426;SK042
Opiná;Košice - okolie;521841;806;8;SK0426;SK042
Opátka;Košice - okolie;521833;806;8;SK0426;SK042
Paňovce;Košice - okolie;521850;806;8;SK0426;SK042
Peder;Košice - okolie;521868;806;8;SK0426;SK042
Perín-Chym;Košice - okolie;521876;806;8;SK0426;SK042
Ploské;Košice - okolie;521884;806;8;SK0426;SK042
Poproč;Košice - okolie;521892;806;8;SK0426;SK042
Rankovce;Košice - okolie;521914;806;8;SK0426;SK042
Rešica;Košice - okolie;521922;806;8;SK0426;SK042
Rozhanovce;Košice - okolie;521931;806;8;SK0426;SK042
Rudník;Košice - okolie;521949;806;8;SK0426;SK042
Ruskov;Košice - okolie;521957;806;8;SK0426;SK042
Rákoš;Košice - okolie;521906;806;8;SK0426;SK042
Sady nad Torysou;Košice - okolie;521965;806;8;SK0426;SK042
Seňa;Košice - okolie;521973;806;8;SK0426;SK042
Skároš;Košice - okolie;521981;806;8;SK0426;SK042
Slanec;Košice - okolie;522007;806;8;SK0426;SK042
Slanská Huta;Košice - okolie;522015;806;8;SK0426;SK042
Slanské Nové Mesto;Košice - okolie;522023;806;8;SK0426;SK042
Slančík;Košice - okolie;518115;806;8;SK0426;SK042
Sokoľ;Košice - okolie;522031;806;8;SK0426;SK042
Sokoľany;Košice - okolie;559865;806;8;SK0426;SK042
Svinica;Košice - okolie;522040;806;8;SK0426;SK042
Trebejov;Košice - okolie;522082;806;8;SK0426;SK042
Trstené pri Hornáde;Košice - okolie;522104;806;8;SK0426;SK042
Trsťany;Košice - okolie;522091;806;8;SK0426;SK042
Turnianska Nová Ves;Košice - okolie;521779;806;8;SK0426;SK042
Turňa nad Bodvou;Košice - okolie;559784;806;8;SK0426;SK042
Vajkovce;Košice - okolie;522121;806;8;SK0426;SK042
Valaliky;Košice - okolie;522139;806;8;SK0426;SK042
Veľká Ida;Košice - okolie;522147;806;8;SK0426;SK042
Veľká Lodina;Košice - okolie;522155;806;8;SK0426;SK042
Vtáčkovce;Košice - okolie;522163;806;8;SK0426;SK042
Vyšná Hutka;Košice - okolie;522171;806;8;SK0426;SK042
Vyšná Kamenica;Košice - okolie;522180;806;8;SK0426;SK042
Vyšná Myšľa;Košice - okolie;522198;806;8;SK0426;SK042
Vyšný Klátov;Košice - okolie;522210;806;8;SK0426;SK042
Vyšný Medzev;Košice - okolie;582093;806;8;SK0426;SK042
Vyšný Čaj;Košice - okolie;522201;806;8;SK0426;SK042
Zlatá Idka;Košice - okolie;522244;806;8;SK0426;SK042
Zádiel;Košice - okolie;559881;806;8;SK0426;SK042
Čakanovce;Košice - okolie;521281;806;8;SK0426;SK042
Čaňa;Košice - okolie;521299;806;8;SK0426;SK042
Čečejovce;Košice - okolie;521302;806;8;SK0426;SK042
Čižatice;Košice - okolie;521311;806;8;SK0426;SK042
Ďurkov;Košice - okolie;521361;806;8;SK0426;SK042
Ďurďošík;Košice - okolie;521353;806;8;SK0426;SK042
Šemša;Košice - okolie;522066;806;8;SK0426;SK042
Štós;Košice - okolie;522074;806;8;SK0426;SK042
Žarnov;Košice - okolie;522252;806;8;SK0426;SK042
Ždaňa;Košice - okolie;522261;806;8;SK0426;SK042
Košice-Džungľa;Košice I;599891;802;8;SK0422;SK042
Košice-Kavečany;Košice I;598119;802;8;SK0422;SK042
Košice-Sever;Košice I;598151;802;8;SK0422;SK042
Košice-Staré Mesto;Košice I;598186;802;8;SK0422;SK042
Košice-Sídlisko Ťahanovce;Košice I;599875;802;8;SK0422;SK042
Košice-Ťahanovce;Košice I;598127;802;8;SK0422;SK042
Košice-Lorinčík;Košice II;598194;803;8;SK0423;SK042
Košice-Luník IX;Košice II;599972;803;8;SK0423;SK042
Košice-Myslava;Košice II;598216;803;8;SK0423;SK042
Košice-Pereš;Košice II;598208;803;8;SK0423;SK042
Košice-Poľov;Košice II;599859;803;8;SK0423;SK042
Košice-Sídlisko KVP;Košice II;599883;803;8;SK0423;SK042
Košice-Západ;Košice II;598224;803;8;SK0423;SK042
Košice-Šaca;Košice II;599841;803;8;SK0423;SK042
Košice-Dargovských hrdinov;Košice III;598682;804;8;SK0424;SK042
Košice-Košická Nová Ves;Košice III;599018;804;8;SK0424;SK042
Košice-Barca;Košice IV;599093;805;8;SK0425;SK042
Košice-Juh;Košice IV;599824;805;8;SK0425;SK042
Košice-Krásna;Košice IV;599794;805;8;SK0425;SK042
Košice-Nad jazerom;Košice IV;599816;805;8;SK0425;SK042
Košice-Vyšné Opátske;Košice IV;599913;805;8;SK0425;SK042
Košice-Šebastovce;Košice IV;599786;805;8;SK0425;SK042
Bzovík;Krupina;518212;605;6;SK0325;SK032
Cerovo;Krupina;518239;605;6;SK0325;SK032
Devičie;Krupina;518280;605;6;SK0325;SK032
Dolné Mladonice;Krupina;518301;605;6;SK0325;SK032
Dolný Badín;Krupina;518310;605;6;SK0325;SK032
Domaníky;Krupina;518336;605;6;SK0325;SK032
Drienovo;Krupina;518352;605;6;SK0325;SK032
Drážovce;Krupina;518344;605;6;SK0325;SK032
Dudince;Krupina;518387;605;6;SK0325;SK032
Hontianske Moravce;Krupina;518409;605;6;SK0325;SK032
Hontianske Nemce;Krupina;518417;605;6;SK0325;SK032
Hontianske Tesáre;Krupina;518425;605;6;SK0325;SK032
Horné Mladonice;Krupina;518433;605;6;SK0325;SK032
Horný Badín;Krupina;518441;605;6;SK0325;SK032
Jalšovík;Krupina;518484;605;6;SK0325;SK032
Kozí Vrbovok;Krupina;518514;605;6;SK0325;SK032
Krupina;Krupina;518557;605;6;SK0325;SK032
Kráľovce-Krnišov;Krupina;518531;605;6;SK0325;SK032
Lackov;Krupina;518565;605;6;SK0325;SK032
Ladzany;Krupina;518573;605;6;SK0325;SK032
Litava;Krupina;518611;605;6;SK0325;SK032
Lišov;Krupina;518603;605;6;SK0325;SK032
Medovarce;Krupina;518646;605;6;SK0325;SK032
Rykynčice;Krupina;518701;605;6;SK0325;SK032
Sebechleby;Krupina;518735;605;6;SK0325;SK032
Selce;Krupina;518743;605;6;SK0325;SK032
Senohrad;Krupina;518751;605;6;SK0325;SK032
Sudince;Krupina;518832;605;6;SK0325;SK032
Súdovce;Krupina;518841;605;6;SK0325;SK032
Terany;Krupina;518867;605;6;SK0325;SK032
Trpín;Krupina;518883;605;6;SK0325;SK032
Uňatín;Krupina;518905;605;6;SK0325;SK032
Zemiansky Vrbovok;Krupina;518956;605;6;SK0325;SK032
Čabradský Vrbovok;Krupina;518247;605;6;SK0325;SK032
Čekovce;Krupina;518255;605;6;SK0325;SK032
Žibritov;Krupina;518999;605;6;SK0325;SK032
Dolný Vadičov;Kysucké Nové Mesto;509175;504;5;SK0314;SK031
Horný Vadičov;Kysucké Nové Mesto;509205;504;5;SK0314;SK031
Kysucké Nové Mesto;Kysucké Nové Mesto;509256;504;5;SK0314;SK031
Kysucký Lieskovec;Kysucké Nové Mesto;509264;504;5;SK0314;SK031
Lodno;Kysucké Nové Mesto;509272;504;5;SK0314;SK031
Lopušné Pažite;Kysucké Nové Mesto;509281;504;5;SK0314;SK031
Nesluša;Kysucké Nové Mesto;509302;504;5;SK0314;SK031
Ochodnica;Kysucké Nové Mesto;509329;504;5;SK0314;SK031
Povina;Kysucké Nové Mesto;509370;504;5;SK0314;SK031
Radoľa;Kysucké Nové Mesto;580791;504;5;SK0314;SK031
Rudina;Kysucké Nové Mesto;509426;504;5;SK0314;SK031
Rudinka;Kysucké Nové Mesto;509434;504;5;SK0314;SK031
Rudinská;Kysucké Nové Mesto;509442;504;5;SK0314;SK031
Snežnica;Kysucké Nové Mesto;509469;504;5;SK0314;SK031
Bajka;Levice;502049;402;4;SK0232;SK023
Beša;Levice;502065;402;4;SK0232;SK023
Bielovce;Levice;502073;402;4;SK0232;SK023
Bohunice;Levice;580937;402;4;SK0232;SK023
Bory;Levice;502090;402;4;SK0232;SK023
Brhlovce;Levice;502103;402;4;SK0232;SK023
Bátovce;Levice;502057;402;4;SK0232;SK023
Demandice;Levice;502154;402;4;SK0232;SK023
Devičany;Levice;502162;402;4;SK0232;SK023
Dolná Seč;Levice;502171;402;4;SK0232;SK023
Dolné Semerovce;Levice;502189;402;4;SK0232;SK023
Dolný Pial;Levice;502197;402;4;SK0232;SK023
Domadice;Levice;502201;402;4;SK0232;SK023
Drženice;Levice;502219;402;4;SK0232;SK023
Farná;Levice;502227;402;4;SK0232;SK023
Hokovce;Levice;502243;402;4;SK0232;SK023
Hontianska Vrbica;Levice;502251;402;4;SK0232;SK023
Hontianske Trsťany;Levice;545350;402;4;SK0232;SK023
Horná Seč;Levice;502260;402;4;SK0232;SK023
Horné Semerovce;Levice;502278;402;4;SK0232;SK023
Horné Turovce;Levice;502286;402;4;SK0232;SK023
Horný Pial;Levice;502294;402;4;SK0232;SK023
Hrkovce;Levice;581895;402;4;SK0232;SK023
Hronovce;Levice;502324;402;4;SK0232;SK023
Hronské Kosihy;Levice;502341;402;4;SK0232;SK023
Hronské Kľačany;Levice;502332;402;4;SK0232;SK023
Ipeľské Úľany;Levice;502367;402;4;SK0232;SK023
Ipeľský Sokolec;Levice;502375;402;4;SK0232;SK023
Iňa;Levice;502359;402;4;SK0232;SK023
Jabloňovce;Levice;502383;402;4;SK0232;SK023
Jesenské;Levice;556777;402;4;SK0232;SK023
Jur nad Hronom;Levice;502391;402;4;SK0232;SK023
Kalná nad Hronom;Levice;502413;402;4;SK0232;SK023
Keť;Levice;502472;402;4;SK0232;SK023
Kozárovce;Levice;502421;402;4;SK0232;SK023
Krškany;Levice;502430;402;4;SK0232;SK023
Kubáňovo;Levice;502448;402;4;SK0232;SK023
Kukučínov;Levice;502456;402;4;SK0232;SK023
Kuraľany;Levice;502464;402;4;SK0232;SK023
Levice;Levice;502031;402;4;SK0232;SK023
Lok;Levice;502481;402;4;SK0232;SK023
Lontov;Levice;502499;402;4;SK0232;SK023
Lula;Levice;502502;402;4;SK0232;SK023
Malé Kozmálovce;Levice;581135;402;4;SK0232;SK023
Malé Ludince;Levice;502537;402;4;SK0232;SK023
Málaš;Levice;502511;402;4;SK0232;SK023
Mýtne Ludany;Levice;502570;402;4;SK0232;SK023
Nová Dedina;Levice;502588;402;4;SK0232;SK023
Nový Tekov;Levice;502596;402;4;SK0232;SK023
Nýrovce;Levice;502600;402;4;SK0232;SK023
Ondrejovce;Levice;502618;402;4;SK0232;SK023
Pastovce;Levice;502626;402;4;SK0232;SK023
Pečenice;Levice;502634;402;4;SK0232;SK023
Plavé Vozokany;Levice;502651;402;4;SK0232;SK023
Plášťovce;Levice;502642;402;4;SK0232;SK023
Podlužany;Levice;502669;402;4;SK0232;SK023
Pohronský Ruskov;Levice;502677;402;4;SK0232;SK023
Pukanec;Levice;502693;402;4;SK0232;SK023
Rybník;Levice;502707;402;4;SK0232;SK023
Santovka;Levice;502715;402;4;SK0232;SK023
Sazdice;Levice;502723;402;4;SK0232;SK023
Sikenica;Levice;502731;402;4;SK0232;SK023
Slatina;Levice;502740;402;4;SK0232;SK023
Starý Hrádok;Levice;502758;402;4;SK0232;SK023
Starý Tekov;Levice;502766;402;4;SK0232;SK023
Tehla;Levice;502812;402;4;SK0232;SK023
Tekovské Lužany;Levice;502821;402;4;SK0232;SK023
Tekovský Hrádok;Levice;502847;402;4;SK0232;SK023
Tlmače;Levice;502863;402;4;SK0232;SK023
Tupá;Levice;502871;402;4;SK0232;SK023
Turá;Levice;502880;402;4;SK0232;SK023
Uhliská;Levice;502898;402;4;SK0232;SK023
Veľké Kozmálovce;Levice;581160;402;4;SK0232;SK023
Veľké Ludince;Levice;502910;402;4;SK0232;SK023
Veľké Turovce;Levice;502928;402;4;SK0232;SK023
Veľký Ďur;Levice;502936;402;4;SK0232;SK023
Vyškovce nad Ipľom;Levice;502944;402;4;SK0232;SK023
Vyšné nad Hronom;Levice;502952;402;4;SK0232;SK023
Zalaba;Levice;502961;402;4;SK0232;SK023
Zbrojníky;Levice;502979;402;4;SK0232;SK023
Čajkov;Levice;502111;402;4;SK0232;SK023
Čaka;Levice;502120;402;4;SK0232;SK023
Čata;Levice;555843;402;4;SK0232;SK023
Šahy;Levice;502782;402;4;SK0232;SK023
Šalov;Levice;502791;402;4;SK0232;SK023
Šarovce;Levice;502804;402;4;SK0232;SK023
Želiezovce;Levice;502987;402;4;SK0232;SK023
Žemberovce;Levice;502995;402;4;SK0232;SK023
Žemliare;Levice;503002;402;4;SK0232;SK023
Baldovce;Levoča;526371;704;7;SK0414;SK041
Beharovce;Levoča;526380;704;7;SK0414;SK041
Bijacovce;Levoča;526401;704;7;SK0414;SK041
Brutovce;Levoča;526410;704;7;SK0414;SK041
Buglovce;Levoča;526428;704;7;SK0414;SK041
Dlhé Stráže;Levoča;526452;704;7;SK0414;SK041
Domaňovce;Levoča;526479;704;7;SK0414;SK041
Doľany;Levoča;526461;704;7;SK0414;SK041
Dravce;Levoča;526487;704;7;SK0414;SK041
Dúbrava;Levoča;526495;704;7;SK0414;SK041
Granč-Petrovce;Levoča;526517;704;7;SK0414;SK041
Harakovce;Levoča;526525;704;7;SK0414;SK041
Jablonov;Levoča;543179;704;7;SK0414;SK041
Klčov;Levoča;543225;704;7;SK0414;SK041
Korytné;Levoča;581640;704;7;SK0414;SK041
Kurimany;Levoča;543276;704;7;SK0414;SK041
Levoča;Levoča;543292;704;7;SK0414;SK041
Lúčka;Levoča;543314;704;7;SK0414;SK041
Nemešany;Levoča;543381;704;7;SK0414;SK041
Nižné Repaše;Levoča;543390;704;7;SK0414;SK041
Ordzovany;Levoča;543446;704;7;SK0414;SK041
Oľšavica;Levoča;543420;704;7;SK0414;SK041
Pavľany;Levoča;543454;704;7;SK0414;SK041
Pongrácovce;Levoča;543471;704;7;SK0414;SK041
Poľanovce;Levoča;543462;704;7;SK0414;SK041
Spišské Podhradie;Levoča;543578;704;7;SK0414;SK041
Spišský Hrhov;Levoča;543608;704;7;SK0414;SK041
Spišský Štvrtok;Levoča;543624;704;7;SK0414;SK041
Studenec;Levoča;543641;704;7;SK0414;SK041
Torysky;Levoča;543675;704;7;SK0414;SK041
Uloža;Levoča;543691;704;7;SK0414;SK041
Vyšné Repaše;Levoča;526606;704;7;SK0414;SK041
Vyšný Slavkov;Levoča;526614;704;7;SK0414;SK041
Beňadiková;Liptovský Mikuláš;510271;505;5;SK0315;SK031
Bobrovec;Liptovský Mikuláš;510327;505;5;SK0315;SK031
Bobrovník;Liptovský Mikuláš;510335;505;5;SK0315;SK031
Bobrovček;Liptovský Mikuláš;510319;505;5;SK0315;SK031
Bukovina;Liptovský Mikuláš;510351;505;5;SK0315;SK031
Demänovská Dolina;Liptovský Mikuláš;510386;505;5;SK0315;SK031
Dúbrava;Liptovský Mikuláš;510408;505;5;SK0315;SK031
Galovany;Liptovský Mikuláš;510416;505;5;SK0315;SK031
Gôtovany;Liptovský Mikuláš;510424;505;5;SK0315;SK031
Huty;Liptovský Mikuláš;510459;505;5;SK0315;SK031
Hybe;Liptovský Mikuláš;510467;505;5;SK0315;SK031
Ižipovce;Liptovský Mikuláš;556807;505;5;SK0315;SK031
Jakubovany;Liptovský Mikuláš;510505;505;5;SK0315;SK031
Jalovec;Liptovský Mikuláš;510513;505;5;SK0315;SK031
Jamník;Liptovský Mikuláš;510521;505;5;SK0315;SK031
Konská;Liptovský Mikuláš;507393;505;5;SK0315;SK031
Kráľova Lehota;Liptovský Mikuláš;510564;505;5;SK0315;SK031
Kvačany;Liptovský Mikuláš;510572;505;5;SK0315;SK031
Lazisko;Liptovský Mikuláš;510581;505;5;SK0315;SK031
Liptovská Anna;Liptovský Mikuláš;510602;505;5;SK0315;SK031
Liptovská Kokava;Liptovský Mikuláš;510611;505;5;SK0315;SK031
Liptovská Porúbka;Liptovský Mikuláš;558281;505;5;SK0315;SK031
