municipality;county;obec_kod;okres_kod;vusc_kod;okres_lau1;region_nuts3
Nižné Nemecké;Sobrance;522821;809;8;SK0429;SK042
Orechová;Sobrance;522830;809;8;SK0429;SK042
Ostrov;Sobrance;522856;809;8;SK0429;SK042
Petrovce;Sobrance;522899;809;8;SK0429;SK042
Pinkovce;Sobrance;522911;809;8;SK0429;SK042
Podhoroď;Sobrance;522929;809;8;SK0429;SK042
Porostov;Sobrance;522937;809;8;SK0429;SK042
Porúbka;Sobrance;522953;809;8;SK0429;SK042
Priekopa;Sobrance;522970;809;8;SK0429;SK042
Remetské Hámre;Sobrance;523003;809;8;SK0429;SK042
Ruskovce;Sobrance;523020;809;8;SK0429;SK042
Ruská Bystrá;Sobrance;523011;809;8;SK0429;SK042
Ruský Hrabovec;Sobrance;523038;809;8;SK0429;SK042
Sejkov;Sobrance;523046;809;8;SK0429;SK042
Sobrance;Sobrance;523089;809;8;SK0429;SK042
Svätuš;Sobrance;523143;809;8;SK0429;SK042
Tašuľa;Sobrance;523160;809;8;SK0429;SK042
Tibava;Sobrance;523178;809;8;SK0429;SK042
Veľké Revištia;Sobrance;523232;809;8;SK0429;SK042
Vojnatina;Sobrance;523267;809;8;SK0429;SK042
Vyšná Rybnica;Sobrance;523305;809;8;SK0429;SK042
Vyšné Nemecké;Sobrance;523313;809;8;SK0429;SK042
Vyšné Remety;Sobrance;523321;809;8;SK0429;SK042
Záhor;Sobrance;523330;809;8;SK0429;SK042
Úbrež;Sobrance;523224;809;8;SK0429;SK042
Arnutovce;Spišská Nová Ves;526363;810;8;SK042A;SK042
Betlanovce;Spišská Nová Ves;526398;810;8;SK042A;SK042
Bystrany;Spišská Nová Ves;526436;810;8;SK042A;SK042
Chrasť nad Hornádom;Spišská Nová Ves;543152;810;8;SK042A;SK042
Danišovce;Spišská Nová Ves;526444;810;8;SK042A;SK042
Harichovce;Spišská Nová Ves;526533;810;8;SK042A;SK042
Hincovce;Spišská Nová Ves;526568;810;8;SK042A;SK042
Hnilec;Spišská Nová Ves;526584;810;8;SK042A;SK042
Hnilčík;Spišská Nová Ves;526576;810;8;SK042A;SK042
Hrabušice;Spišská Nová Ves;526592;810;8;SK042A;SK042
Iliašovce;Spišská Nová Ves;543161;810;8;SK042A;SK042
Jamník;Spišská Nová Ves;543195;810;8;SK042A;SK042
Kaľava;Spišská Nová Ves;543209;810;8;SK042A;SK042
Kolinovce;Spišská Nová Ves;543250;810;8;SK042A;SK042
Krompachy;Spišská Nová Ves;543268;810;8;SK042A;SK042
Letanovce;Spišská Nová Ves;543284;810;8;SK042A;SK042
Lieskovany;Spišská Nová Ves;543306;810;8;SK042A;SK042
Markušovce;Spišská Nová Ves;543331;810;8;SK042A;SK042
Matejovce nad Hornádom;Spišská Nová Ves;543349;810;8;SK042A;SK042
Mlynky;Spišská Nová Ves;543357;810;8;SK042A;SK042
Odorín;Spišská Nová Ves;543403;810;8;SK042A;SK042
Olcnava;Spišská Nová Ves;543411;810;8;SK042A;SK042
Oľšavka;Spišská Nová Ves;543438;810;8;SK042A;SK042
Poráč;Spišská Nová Ves;543489;810;8;SK042A;SK042
Rudňany;Spišská Nová Ves;543519;810;8;SK042A;SK042
Slatvina;Spišská Nová Ves;543527;810;8;SK042A;SK042
Slovinky;Spišská Nová Ves;543535;810;8;SK042A;SK042
Smižany;Spišská Nová Ves;560154;810;8;SK042A;SK042
Spišská Nová Ves;Spišská Nová Ves;526355;810;8;SK042A;SK042
Spišské Tomášovce;Spišská Nová Ves;543586;810;8;SK042A;SK042
Spišské Vlachy;Spišská Nová Ves;543594;810;8;SK042A;SK042
Spišský Hrušov;Spišská Nová Ves;543616;810;8;SK042A;SK042
Teplička;Spišská Nová Ves;543667;810;8;SK042A;SK042
Vojkovce;Spišská Nová Ves;543721;810;8;SK042A;SK042
Vítkovce;Spišská Nová Ves;543713;810;8;SK042A;SK042
Žehra;Spišská Nová Ves;526657;810;8;SK042A;SK042
Chmeľnica;Stará Ľubovňa;526754;710;7;SK041A;SK041
Forbasy;Stará Ľubovňa;526690;710;7;SK041A;SK041
Hajtovka;Stará Ľubovňa;526703;710;7;SK041A;SK041
Haligovce;Stará Ľubovňa;526711;710;7;SK041A;SK041
Hniezdne;Stará Ľubovňa;526720;710;7;SK041A;SK041
Hraničné;Stará Ľubovňa;526738;710;7;SK041A;SK041
Hromoš;Stará Ľubovňa;526746;710;7;SK041A;SK041
Jakubany;Stará Ľubovňa;526762;710;7;SK041A;SK041
Jarabina;Stará Ľubovňa;526771;710;7;SK041A;SK041
Kamienka;Stará Ľubovňa;526789;710;7;SK041A;SK041
Kolačkov;Stará Ľubovňa;526797;710;7;SK041A;SK041
Kremná;Stará Ľubovňa;526801;710;7;SK041A;SK041
Kyjov;Stará Ľubovňa;526819;710;7;SK041A;SK041
Lacková;Stará Ľubovňa;526827;710;7;SK041A;SK041
Legnava;Stará Ľubovňa;526835;710;7;SK041A;SK041
Lesnica;Stará Ľubovňa;526843;710;7;SK041A;SK041
Litmanová;Stará Ľubovňa;526851;710;7;SK041A;SK041
Lomnička;Stará Ľubovňa;526860;710;7;SK041A;SK041
Malý Lipník;Stará Ľubovňa;526886;710;7;SK041A;SK041
Matysová;Stará Ľubovňa;526894;710;7;SK041A;SK041
Mníšek nad Popradom;Stará Ľubovňa;526908;710;7;SK041A;SK041
Nižné Ružbachy;Stará Ľubovňa;526916;710;7;SK041A;SK041
Nová Ľubovňa;Stará Ľubovňa;526924;710;7;SK041A;SK041
Obručné;Stará Ľubovňa;526932;710;7;SK041A;SK041
Orlov;Stará Ľubovňa;526941;710;7;SK041A;SK041
Plaveč;Stará Ľubovňa;526959;710;7;SK041A;SK041
Plavnica;Stará Ľubovňa;526967;710;7;SK041A;SK041
Podolínec;Stará Ľubovňa;526975;710;7;SK041A;SK041
Pusté Pole;Stará Ľubovňa;526983;710;7;SK041A;SK041
Ruská Voľa nad Popradom;Stará Ľubovňa;526991;710;7;SK041A;SK041
Starina;Stará Ľubovňa;527009;710;7;SK041A;SK041
Stará Ľubovňa;Stará Ľubovňa;526665;710;7;SK041A;SK041
Stráňany;Stará Ľubovňa;527017;710;7;SK041A;SK041
Sulín;Stará Ľubovňa;527025;710;7;SK041A;SK041
Veľká Lesná;Stará Ľubovňa;527068;710;7;SK041A;SK041
Veľký Lipník;Stará Ľubovňa;527076;710;7;SK041A;SK041
Vislanka;Stará Ľubovňa;527084;710;7;SK041A;SK041
Vyšné Ružbachy;Stará Ľubovňa;527092;710;7;SK041A;SK041
Údol;Stará Ľubovňa;527050;710;7;SK041A;SK041
Čirč;Stará Ľubovňa;526673;710;7;SK041A;SK041
Ďurková;Stará Ľubovňa;526681;710;7;SK041A;SK041
Ľubotín;Stará Ľubovňa;526878;710;7;SK041A;SK041
Šambron;Stará Ľubovňa;527033;710;7;SK041A;SK041
Šarišské Jastrabie;Stará Ľubovňa;527041;710;7;SK041A;SK041
Baňa;Stropkov;527114;711;7;SK041B;SK041
Breznica;Stropkov;527157;711;7;SK041B;SK041
Breznička;Stropkov;527165;711;7;SK041B;SK041
Brusnica;Stropkov;527173;711;7;SK041B;SK041
Bukovce;Stropkov;527181;711;7;SK041B;SK041
Bystrá;Stropkov;527190;711;7;SK041B;SK041
Bžany;Stropkov;527203;711;7;SK041B;SK041
Chotča;Stropkov;527335;711;7;SK041B;SK041
Duplín;Stropkov;527262;711;7;SK041B;SK041
Gribov;Stropkov;527289;711;7;SK041B;SK041
Havaj;Stropkov;527297;711;7;SK041B;SK041
Jakušovce;Stropkov;527343;711;7;SK041B;SK041
Kolbovce;Stropkov;527386;711;7;SK041B;SK041
Korunková;Stropkov;527408;711;7;SK041B;SK041
Kožuchovce;Stropkov;527416;711;7;SK041B;SK041
Krišľovce;Stropkov;527467;711;7;SK041B;SK041
Kručov;Stropkov;527793;711;7;SK041B;SK041
Krušinec;Stropkov;527475;711;7;SK041B;SK041
Lomné;Stropkov;527513;711;7;SK041B;SK041
Makovce;Stropkov;527521;711;7;SK041B;SK041
Malá Poľana;Stropkov;527530;711;7;SK041B;SK041
Miková;Stropkov;527572;711;7;SK041B;SK041
Miňovce;Stropkov;527581;711;7;SK041B;SK041
Mrázovce;Stropkov;527611;711;7;SK041B;SK041
Nižná Olšava;Stropkov;527637;711;7;SK041B;SK041
Oľšavka;Stropkov;527700;711;7;SK041B;SK041
Potoky;Stropkov;527726;711;7;SK041B;SK041
Potôčky;Stropkov;527718;711;7;SK041B;SK041
Soľník;Stropkov;527815;711;7;SK041B;SK041
Staškovce;Stropkov;527823;711;7;SK041B;SK041
Stropkov;Stropkov;527840;711;7;SK041B;SK041
Tisinec;Stropkov;527912;711;7;SK041B;SK041
Tokajík;Stropkov;527921;711;7;SK041B;SK041
Turany nad Ondavou;Stropkov;527939;711;7;SK041B;SK041
Varechovce;Stropkov;527971;711;7;SK041B;SK041
Veľkrop;Stropkov;527980;711;7;SK041B;SK041
Vislava;Stropkov;527998;711;7;SK041B;SK041
Vladiča;Stropkov;528005;711;7;SK041B;SK041
Vojtovce;Stropkov;528013;711;7;SK041B;SK041
Vyškovce;Stropkov;528021;711;7;SK041B;SK041
Vyšná Olšava;Stropkov;528048;711;7;SK041B;SK041
Vyšný Hrabovec;Stropkov;560073;711;7;SK041B;SK041
Šandal;Stropkov;527866;711;7;SK041B;SK041
Belejovce;Svidník;527122;712;7;SK041C;SK041
Beňadikovce;Svidník;527131;712;7;SK041C;SK041
Bodružal;Svidník;527149;712;7;SK041C;SK041
Cernina;Svidník;527211;712;7;SK041C;SK041
Cigla;Svidník;527220;712;7;SK041C;SK041
Dlhoňa;Svidník;527238;712;7;SK041C;SK041
Dobroslava;Svidník;527246;712;7;SK041C;SK041
Dubová;Svidník;527254;712;7;SK041C;SK041
Dukovce;Svidník;580601;712;7;SK041C;SK041
Fijaš;Svidník;527271;712;7;SK041C;SK041
Giraltovce;Svidník;519197;712;7;SK041C;SK041
Havranec;Svidník;527301;712;7;SK041C;SK041
Hrabovčík;Svidník;527319;712;7;SK041C;SK041
Hunkovce;Svidník;527327;712;7;SK041C;SK041
Jurkova Voľa;Svidník;527351;712;7;SK041C;SK041
Kalnište;Svidník;519316;712;7;SK041C;SK041
Kapišová;Svidník;527360;712;7;SK041C;SK041
Kečkovce;Svidník;527378;712;7;SK041C;SK041
Kobylnice;Svidník;519332;712;7;SK041C;SK041
Korejovce;Svidník;527394;712;7;SK041C;SK041
Krajná Bystrá;Svidník;527424;712;7;SK041C;SK041
Krajná Porúbka;Svidník;527441;712;7;SK041C;SK041
Krajná Poľana;Svidník;527432;712;7;SK041C;SK041
Krajné Čierno;Svidník;527459;712;7;SK041C;SK041
Kračúnovce;Svidník;519391;712;7;SK041C;SK041
Kružlová;Svidník;527483;712;7;SK041C;SK041
Kuková;Svidník;519448;712;7;SK041C;SK041
Kurimka;Svidník;527491;712;7;SK041C;SK041
Ladomirová;Svidník;527505;712;7;SK041C;SK041
Lužany pri Topli;Svidník;519561;712;7;SK041C;SK041
Lúčka;Svidník;519537;712;7;SK041C;SK041
Matovce;Svidník;527548;712;7;SK041C;SK041
Medvedie;Svidník;527556;712;7;SK041C;SK041
Mestisko;Svidník;527564;712;7;SK041C;SK041
Miroľa;Svidník;527599;712;7;SK041C;SK041
Mičakovce;Svidník;519596;712;7;SK041C;SK041
Mlynárovce;Svidník;527602;712;7;SK041C;SK041
Nižná Jedľová;Svidník;527629;712;7;SK041C;SK041
Nižná Pisaná;Svidník;527645;712;7;SK041C;SK041
Nižný Komárnik;Svidník;527653;712;7;SK041C;SK041
Nižný Mirošov;Svidník;527661;712;7;SK041C;SK041
Nižný Orlík;Svidník;527670;712;7;SK041C;SK041
Nová Polianka;Svidník;527688;712;7;SK041C;SK041
Okrúhle;Svidník;527696;712;7;SK041C;SK041
Príkra;Svidník;527734;712;7;SK041C;SK041
Pstriná;Svidník;527742;712;7;SK041C;SK041
Radoma;Svidník;527751;712;7;SK041C;SK041
Rakovčík;Svidník;527769;712;7;SK041C;SK041
Rovné;Svidník;527777;712;7;SK041C;SK041
Roztoky;Svidník;527785;712;7;SK041C;SK041
Soboš;Svidník;527807;712;7;SK041C;SK041
Stročín;Svidník;527831;712;7;SK041C;SK041
Svidnička;Svidník;527858;712;7;SK041C;SK041
Svidník;Svidník;527106;712;7;SK041C;SK041
Vagrinec;Svidník;527947;712;7;SK041C;SK041
Valkovce;Svidník;527955;712;7;SK041C;SK041
Vyšná Jedľová;Svidník;528030;712;7;SK041C;SK041
Vyšná Pisaná;Svidník;528056;712;7;SK041C;SK041
Vyšný Komárnik;Svidník;528064;712;7;SK041C;SK041
Vyšný Mirošov;Svidník;528072;712;7;SK041C;SK041
Vyšný Orlík;Svidník;528081;712;7;SK041C;SK041
Vápeník;Svidník;527963;712;7;SK041C;SK041
Šarbov;Svidník;527874;712;7;SK041C;SK041
Šarišský Štiavnik;Svidník;527882;712;7;SK041C;SK041
Šemetkovce;Svidník;527891;712;7;SK041C;SK041
Štefurov;Svidník;527904;712;7;SK041C;SK041
Železník;Svidník;519987;712;7;SK041C;SK041
Želmanovce;Svidník;519995;712;7;SK041C;SK041
Ardanovce;Topoľčany;556220;406;4;SK0236;SK023
Belince;Topoľčany;542661;406;4;SK0236;SK023
Biskupová;Topoľčany;542695;406;4;SK0236;SK023
Blesovce;Topoľčany;542709;406;4;SK0236;SK023
Bojná;Topoľčany;542717;406;4;SK0236;SK023
Chrabrany;Topoľčany;556165;406;4;SK0236;SK023
Dvorany nad Nitrou;Topoľčany;556262;406;4;SK0236;SK023
Hajná Nová Ves;Topoľčany;542881;406;4;SK0236;SK023
Horné Chlebany;Topoľčany;556351;406;4;SK0236;SK023
Horné Obdokovce;Topoľčany;542938;406;4;SK0236;SK023
Horné Štitáre;Topoľčany;542954;406;4;SK0236;SK023
Hrušovany;Topoľčany;542971;406;4;SK0236;SK023
Jacovce;Topoľčany;556157;406;4;SK0236;SK023
Kamanová;Topoľčany;543039;406;4;SK0236;SK023
Koniarovce;Topoľčany;543063;406;4;SK0236;SK023
Kovarce;Topoľčany;543071;406;4;SK0236;SK023
Krnča;Topoľčany;543101;406;4;SK0236;SK023
Krtovce;Topoľčany;543110;406;4;SK0236;SK023
Krušovce;Topoľčany;556149;406;4;SK0236;SK023
Kuzmice;Topoľčany;581704;406;4;SK0236;SK023
Lipovník;Topoľčany;505021;406;4;SK0236;SK023
Ludanice;Topoľčany;505048;406;4;SK0236;SK023
Lužany;Topoľčany;505064;406;4;SK0236;SK023
Malé Ripňany;Topoľčany;505137;406;4;SK0236;SK023
Nemečky;Topoľčany;505226;406;4;SK0236;SK023
Nemčice;Topoľčany;581305;406;4;SK0236;SK023
Nitrianska Blatnica;Topoľčany;505234;406;4;SK0236;SK023
Nitrianska Streda;Topoľčany;505242;406;4;SK0236;SK023
Norovce;Topoľčany;505251;406;4;SK0236;SK023
Oponice;Topoľčany;505285;406;4;SK0236;SK023
Orešany;Topoľčany;556211;406;4;SK0236;SK023
Podhradie;Topoľčany;505340;406;4;SK0236;SK023
Prašice;Topoľčany;505374;406;4;SK0236;SK023
Preseľany;Topoľčany;505404;406;4;SK0236;SK023
Práznovce;Topoľčany;581658;406;4;SK0236;SK023
Radošina;Topoľčany;505421;406;4;SK0236;SK023
Rajčany;Topoľčany;505439;406;4;SK0236;SK023
Solčany;Topoľčany;505498;406;4;SK0236;SK023
Solčianky;Topoľčany;556327;406;4;SK0236;SK023
Svrbice;Topoľčany;556238;406;4;SK0236;SK023
Súlovce;Topoľčany;505510;406;4;SK0236;SK023
Tesáre;Topoľčany;505561;406;4;SK0236;SK023
Topoľčany;Topoľčany;504998;406;4;SK0236;SK023
Tovarníky;Topoľčany;580457;406;4;SK0236;SK023
Tvrdomestice;Topoľčany;505617;406;4;SK0236;SK023
Urmince;Topoľčany;505641;406;4;SK0236;SK023
Velušovce;Topoľčany;505749;406;4;SK0236;SK023
Veľké Dvorany;Topoľčany;505676;406;4;SK0236;SK023
Veľké Ripňany;Topoľčany;505714;406;4;SK0236;SK023
Vozokany;Topoľčany;505757;406;4;SK0236;SK023
Závada;Topoľčany;505773;406;4;SK0236;SK023
Čermany;Topoľčany;542792;406;4;SK0236;SK023
Čeľadince;Topoľčany;556297;406;4;SK0236;SK023
Šalgovce;Topoľčany;505536;406;4;SK0236;SK023
Bara;Trebišov;528129;811;8;SK042B;SK042
Bačka;Trebišov;528102;811;8;SK042B;SK042
Bačkov;Trebišov;528111;811;8;SK042B;SK042
Biel;Trebišov;528145;811;8;SK042B;SK042
Borša;Trebišov;528170;811;8;SK042B;SK042
Boľ;Trebišov;528161;811;8;SK042B;SK042
Boťany;Trebišov;528188;811;8;SK042B;SK042
Brehov;Trebišov;528200;811;8;SK042B;SK042
Brezina;Trebišov;528218;811;8;SK042B;SK042
Byšta;Trebišov;528226;811;8;SK042B;SK042
Cejkov;Trebišov;528234;811;8;SK042B;SK042
Dargov;Trebišov;528315;811;8;SK042B;SK042
Dobrá;Trebišov;528323;811;8;SK042B;SK042
Dvorianky;Trebišov;528340;811;8;SK042B;SK042
Egreš;Trebišov;528358;811;8;SK042B;SK042
Hraň;Trebišov;528366;811;8;SK042B;SK042
Hriadky;Trebišov;528382;811;8;SK042B;SK042
Hrčeľ;Trebišov;528374;811;8;SK042B;SK042
Kazimír;Trebišov;528421;811;8;SK042B;SK042
Kašov;Trebišov;528412;811;8;SK042B;SK042
Klin nad Bodrogom;Trebišov;513831;811;8;SK042B;SK042
Kožuchov;Trebišov;528439;811;8;SK042B;SK042
Kravany;Trebišov;528455;811;8;SK042B;SK042
Kráľovský Chlmec;Trebišov;528447;811;8;SK042B;SK042
Kuzmice;Trebišov;528471;811;8;SK042B;SK042
Kysta;Trebišov;528480;811;8;SK042B;SK042
Ladmovce;Trebišov;528498;811;8;SK042B;SK042
Lastovce;Trebišov;528501;811;8;SK042B;SK042
Leles;Trebišov;528510;811;8;SK042B;SK042
Luhyňa;Trebišov;528528;811;8;SK042B;SK042
Malá Tŕňa;Trebišov;513792;811;8;SK042B;SK042
Malé Ozorovce;Trebišov;528536;811;8;SK042B;SK042
Malé Trakany;Trebišov;528544;811;8;SK042B;SK042
Malý Horeš;Trebišov;528552;811;8;SK042B;SK042
Malý Kamenec;Trebišov;528561;811;8;SK042B;SK042
Michaľany;Trebišov;528587;811;8;SK042B;SK042
Nižný Žipov;Trebišov;528609;811;8;SK042B;SK042
Novosad;Trebišov;528617;811;8;SK042B;SK042
Nový Ruskov;Trebišov;528625;811;8;SK042B;SK042
Parchovany;Trebišov;528676;811;8;SK042B;SK042
Plechotice;Trebišov;528641;811;8;SK042B;SK042
Poľany;Trebišov;528668;811;8;SK042B;SK042
Pribeník;Trebišov;528684;811;8;SK042B;SK042
Rad;Trebišov;528706;811;8;SK042B;SK042
Sečovce;Trebišov;528722;811;8;SK042B;SK042
Sirník;Trebišov;543730;811;8;SK042B;SK042
Slivník;Trebišov;543748;811;8;SK042B;SK042
Slovenské Nové Mesto;Trebišov;543756;811;8;SK042B;SK042
Somotor;Trebišov;543772;811;8;SK042B;SK042
Soľnička;Trebišov;543764;811;8;SK042B;SK042
Stankovce;Trebišov;543781;811;8;SK042B;SK042
Stanča;Trebišov;513849;811;8;SK042B;SK042
Streda nad Bodrogom;Trebišov;543802;811;8;SK042B;SK042
Strážne;Trebišov;543799;811;8;SK042B;SK042
Svinice;Trebišov;543811;811;8;SK042B;SK042
Svätuše;Trebišov;528650;811;8;SK042B;SK042
Svätá Mária;Trebišov;528153;811;8;SK042B;SK042
Trebišov;Trebišov;528099;811;8;SK042B;SK042
Trnávka;Trebišov;543829;811;8;SK042B;SK042
Veľaty;Trebišov;543845;811;8;SK042B;SK042
Veľká Tŕňa;Trebišov;513806;811;8;SK042B;SK042
Veľké Ozorovce;Trebišov;543861;811;8;SK042B;SK042
Veľké Trakany;Trebišov;543896;811;8;SK042B;SK042
Veľký Horeš;Trebišov;543900;811;8;SK042B;SK042
Veľký Kamenec;Trebišov;543918;811;8;SK042B;SK042
Viničky;Trebišov;543926;811;8;SK042B;SK042
Višňov;Trebišov;543934;811;8;SK042B;SK042
Vojka;Trebišov;543969;811;8;SK042B;SK042
Vojčice;Trebišov;543951;811;8;SK042B;SK042
Zatín;Trebišov;543977;811;8;SK042B;SK042
Zbehňov;Trebišov;543985;811;8;SK042B;SK042
Zemplín;Trebišov;543993;811;8;SK042B;SK042
Zemplínska Nová Ves;Trebišov;544001;811;8;SK042B;SK042
Zemplínska Teplica;Trebišov;544019;811;8;SK042B;SK042
Zemplínske Hradište;Trebišov;544027;811;8;SK042B;SK042
Zemplínske Jastrabie;Trebišov;544035;811;8;SK042B;SK042
Zemplínsky Branč;Trebišov;544043;811;8;SK042B;SK042
Čerhov;Trebišov;528251;811;8;SK042B;SK042
Černochov;Trebišov;528269;811;8;SK042B;SK042
Čeľovce;Trebišov;528242;811;8;SK042B;SK042
Čierna;Trebišov;528285;811;8;SK042B;SK042
Čierna nad Tisou;Trebišov;528293;811;8;SK042B;SK042
Adamovské Kochanovce;Trenčín;505838;309;3;SK0229;SK022
Bobot;Trenčín;505854;309;3;SK0229;SK022
Chocholná-Velčice;Trenčín;506087;309;3;SK0229;SK022
Dolná Poruba;Trenčín;505935;309;3;SK0229;SK022
Dolná Súča;Trenčín;505943;309;3;SK0229;SK022
Drietoma;Trenčín;505960;309;3;SK0229;SK022
Dubodiel;Trenčín;505978;309;3;SK0229;SK022
Horná Súča;Trenčín;506010;309;3;SK0229;SK022
Horné Srnie;Trenčín;506036;309;3;SK0229;SK022
Horňany;Trenčín;506028;309;3;SK0229;SK022
Hrabovka;Trenčín;506044;309;3;SK0229;SK022
Ivanovce;Trenčín;506095;309;3;SK0229;SK022
Kostolná-Záriečie;Trenčín;506133;309;3;SK0229;SK022
Krivosúd-Bodovka;Trenčín;506168;309;3;SK0229;SK022
Melčice-Lieskové;Trenčín;545686;309;3;SK0229;SK022
Mníchova Lehota;Trenčín;506231;309;3;SK0229;SK022
Motešice;Trenčín;506273;309;3;SK0229;SK022
Nemšová;Trenčín;506281;309;3;SK0229;SK022
Neporadza;Trenčín;506290;309;3;SK0229;SK022
Omšenie;Trenčín;506354;309;3;SK0229;SK022
Opatovce;Trenčín;506371;309;3;SK0229;SK022
Petrova Lehota;Trenčín;581348;309;3;SK0229;SK022
Selec;Trenčín;506478;309;3;SK0229;SK022
Skalka nad Váhom;Trenčín;546682;309;3;SK0229;SK022
Soblahov;Trenčín;506508;309;3;SK0229;SK022
Svinná;Trenčín;506532;309;3;SK0229;SK022
Trenčianska Teplá;Trenčín;506559;309;3;SK0229;SK022
Trenčianska Turná;Trenčín;506567;309;3;SK0229;SK022
Trenčianske Jastrabie;Trenčín;506591;309;3;SK0229;SK022
Trenčianske Mitice;Trenčín;506605;309;3;SK0229;SK022
Trenčianske Stankovce;Trenčín;545741;309;3;SK0229;SK022
Trenčianske Teplice;Trenčín;506613;309;3;SK0229;SK022
Trenčín;Trenčín;505820;309;3;SK0229;SK022
Veľká Hradná;Trenčín;506648;309;3;SK0229;SK022
Veľké Bierovce;Trenčín;506656;309;3;SK0229;SK022
Zamarovce;Trenčín;556475;309;3;SK0229;SK022
Štvrtok;Trenčín;506541;309;3;SK0229;SK022
Biely Kostol;Trnava;580473;207;2;SK0217;SK021
Bohdanovce nad Trnavou;Trnava;506796;207;2;SK0217;SK021
Boleráz;Trnava;506818;207;2;SK0217;SK021
Borová;Trnava;506826;207;2;SK0217;SK021
Brestovany;Trnava;506842;207;2;SK0217;SK021
Buková;Trnava;506869;207;2;SK0217;SK021
Bučany;Trnava;506851;207;2;SK0217;SK021
Bíňovce;Trnava;506788;207;2;SK0217;SK021
Cífer;Trnava;506877;207;2;SK0217;SK021
Dechtice;Trnava;506893;207;2;SK0217;SK021
Dlhá;Trnava;556599;207;2;SK0217;SK021
Dobrá Voda;Trnava;506915;207;2;SK0217;SK021
Dolná Krupá;Trnava;506923;207;2;SK0217;SK021
Dolné Dubové;Trnava;506931;207;2;SK0217;SK021
Dolné Lovčice;Trnava;556661;207;2;SK0217;SK021
Dolné Orešany;Trnava;506940;207;2;SK0217;SK021
Horná Krupá;Trnava;507041;207;2;SK0217;SK021
Horné Dubové;Trnava;507059;207;2;SK0217;SK021
Horné Orešany;Trnava;507067;207;2;SK0217;SK021
Hrnčiarovce nad Parnou;Trnava;581020;207;2;SK0217;SK021
Jaslovské Bohunice;Trnava;507156;207;2;SK0217;SK021
Košolná;Trnava;507211;207;2;SK0217;SK021
Križovany nad Dudváhom;Trnava;556483;207;2;SK0217;SK021
Kátlovce;Trnava;507164;207;2;SK0217;SK021
Lošonec;Trnava;556688;207;2;SK0217;SK021
Majcichov;Trnava;507296;207;2;SK0217;SK021
Malženice;Trnava;507318;207;2;SK0217;SK021
Naháč;Trnava;507351;207;2;SK0217;SK021
Opoj;Trnava;556491;207;2;SK0217;SK021
Pavlice;Trnava;556556;207;2;SK0217;SK021
Radošovce;Trnava;556653;207;2;SK0217;SK021
Ružindol;Trnava;507512;207;2;SK0217;SK021
Slovenská Nová Ves;Trnava;556564;207;2;SK0217;SK021
Smolenice;Trnava;507555;207;2;SK0217;SK021
Suchá nad Parnou;Trnava;507571;207;2;SK0217;SK021
Trnava;Trnava;506745;207;2;SK0217;SK021
Trstín;Trnava;507687;207;2;SK0217;SK021
Vlčkovce;Trnava;556513;207;2;SK0217;SK021
Voderady;Trnava;507741;207;2;SK0217;SK021
Zavar;Trnava;507768;207;2;SK0217;SK021
Zeleneč;Trnava;507776;207;2;SK0217;SK021
Zvončín;Trnava;581488;207;2;SK0217;SK021
Šelpice;Trnava;556670;207;2;SK0217;SK021
Špačince;Trnava;507601;207;2;SK0217;SK021
Šúrovce;Trnava;507636;207;2;SK0217;SK021
Abramová;Turčianske Teplice;512044;509;5;SK0319;SK031
Blažovce;Turčianske Teplice;512087;509;5;SK0319;SK031
Bodorová;Turčianske Teplice;512095;509;5;SK0319;SK031
Borcová;Turčianske Teplice;512109;509;5;SK0319;SK031
Brieštie;Turčianske Teplice;512117;509;5;SK0319;SK031
Budiš;Turčianske Teplice;512125;509;5;SK0319;SK031
Dubové;Turčianske Teplice;512222;509;5;SK0319;SK031
Horná Štubňa;Turčianske Teplice;512273;509;5;SK0319;SK031
Háj;Turčianske Teplice;512265;509;5;SK0319;SK031
Ivančiná;Turčianske Teplice;512303;509;5;SK0319;SK031
Jasenovo;Turčianske Teplice;512311;509;5;SK0319;SK031
Jazernica;Turčianske Teplice;512320;509;5;SK0319;SK031
Kaľamenová;Turčianske Teplice;512338;509;5;SK0319;SK031
Liešno;Turčianske Teplice;512427;509;5;SK0319;SK031
Malý Čepčín;Turčianske Teplice;512443;509;5;SK0319;SK031
Moškovec;Turčianske Teplice;512451;509;5;SK0319;SK031
Mošovce;Turčianske Teplice;512460;509;5;SK0319;SK031
Ondrašová;Turčianske Teplice;512494;509;5;SK0319;SK031
Rakša;Turčianske Teplice;512559;509;5;SK0319;SK031
Rudno;Turčianske Teplice;512575;509;5;SK0319;SK031
Sklené;Turčianske Teplice;512605;509;5;SK0319;SK031
Slovenské Pravno;Turčianske Teplice;512621;509;5;SK0319;SK031
Turček;Turčianske Teplice;512699;509;5;SK0319;SK031
Turčianske Teplice;Turčianske Teplice;512729;509;5;SK0319;SK031
Veľký Čepčín;Turčianske Teplice;512788;509;5;SK0319;SK031
Čremošné;Turčianske Teplice;512141;509;5;SK0319;SK031
Brezovica;Tvrdošín;509604;510;5;SK031A;SK031
Habovka;Tvrdošín;509655;510;5;SK031A;SK031
Hladovka;Tvrdošín;509663;510;5;SK031A;SK031
Liesek;Tvrdošín;509795;510;5;SK031A;SK031
Nižná;Tvrdošín;509876;510;5;SK031A;SK031
